lon,lat,humidity
-180.0,-90.0,42.483570765056164
-178.99721448467966,-90.0,39.308678494144075
-177.99442896935932,-90.0,43.23844269050346
-176.991643454039,-90.0,47.61514928204013
-175.98885793871867,-90.0,38.82923312638332
-174.98607242339833,-90.0,38.8293152152541
-173.983286908078,-90.0,47.896064077536955
-172.98050139275767,-90.0,43.837173645764544
-171.97771587743733,-90.0,37.65262807032524
-170.974930362117,-90.0,42.712800217929825
-169.97214484679665,-90.0,37.68291153593769
-168.9693593314763,-90.0,37.671351232148716
-167.966573816156,-90.0,41.20981135783017
-166.96378830083566,-90.0,30.43359877671101
-165.96100278551532,-90.0,31.375410837434835
-164.95821727019498,-90.0,37.188562353795135
-163.95543175487467,-90.0,34.93584439832788
-162.95264623955433,-90.0,41.57123666297637
-161.949860724234,-90.0,35.45987962239394
-160.94707520891365,-90.0,32.93848149332354
-159.9442896935933,-90.0,47.32824384460777
-158.941504178273,-90.0,38.87111849756732
-157.93871866295265,-90.0,40.337641023439616
-156.9359331476323,-90.0,32.87625906893272
-155.93314763231197,-90.0,37.27808637737409
-154.93036211699166,-90.0,40.554612948549334
-153.92757660167132,-90.0,34.24503211288849
-152.92479108635098,-90.0,41.87849009172836
-151.92200557103064,-90.0,36.99680655040598
-150.9192200557103,-90.0,38.54153125103362
-149.91643454038996,-90.0,36.991466938853016
-148.91364902506965,-90.0,49.26139092254469
-147.9108635097493,-90.0,39.93251387631033
-146.90807799442896,-90.0,34.7114453552205
-145.90529247910865,-90.0,44.11272456051594
-144.9025069637883,-90.0,33.89578175014489
-143.89972144846797,-90.0,41.04431797502378
-142.89693593314763,-90.0,30.201649380601122
-141.8941504178273,-90.0,33.359069755507846
-140.89136490250695,-90.0,40.984306179345616
-139.88857938718664,-90.0,43.69233289997705
-138.8857938718663,-90.0,40.85684140594985
-137.88300835654596,-90.0,39.4217585880588
-136.88022284122565,-90.0,38.494481522053555
-135.8774373259053,-90.0,32.60739004816286
-134.87465181058496,-90.0,36.40077895802646
-133.87186629526462,-90.0,37.696806145201066
-132.86908077994428,-90.0,45.285611131094576
-131.86629526462394,-90.0,41.718091447842305
-130.86350974930363,-90.0,31.18479922318633
-129.8607242339833,-90.0,41.620419846973974
-128.85793871866295,-90.0,38.07458859791842
-127.85515320334262,-90.0,36.61538999847021
-126.85236768802228,-90.0,43.058381444204336
-125.84958217270196,-90.0,45.154997612479754
-124.84679665738162,-90.0,44.65640059558099
-123.84401114206128,-90.0,35.80391238388681
-122.84122562674095,-90.0,38.45393812074393
-121.83844011142062,-90.0,41.65631715701782
-120.83565459610028,-90.0,44.877725635611796
-119.83286908077994,-90.0,37.60412881077355
-118.8300835654596,-90.0,39.07170511668092
-117.82729805013928,-90.0,34.468325129969855
-116.82451253481895,-90.0,34.01896687959665
-115.82172701949861,-90.0,44.06262911197099
-114.81894150417827,-90.0,46.78120014285412
-113.81615598885794,-90.0,39.63994939209833
-112.8133704735376,-90.0,45.01766448946012
-111.81058495821728,-90.0,41.808180125238174
-110.80779944289694,-90.0,36.774401226974376
-109.80501392757661,-90.0,41.80697802754207
-108.80222841225627,-90.0,47.690182832329846
-107.79944289693594,-90.0,39.82086980445024
-106.7966573816156,-90.0,47.82321827907003
-105.79387186629526,-90.0,26.901274479551276
-104.79108635097494,-90.0,44.10951252187612
-103.7883008356546,-90.0,40.435235341190854
-102.78551532033427,-90.0,38.50496324767066
-101.78272980501393,-90.0,40.458803882677515
-100.7799442896936,-90.0,30.062155426995538
-99.77715877437326,-90.0,38.90164056081244
-98.77437325905292,-90.0,41.78556285755873
-97.7715877437326,-90.0,47.38947022370758
-96.76880222841226,-90.0,37.40864890863176
-95.76601671309193,-90.0,35.95753198553406
-94.76323119777159,-90.0,37.491214782077314
-93.76044568245126,-90.0,44.57701058851037
-92.75766016713092,-90.0,41.64375554829842
-91.75487465181058,-90.0,37.351198981164806
-90.75208913649026,-90.0,42.56633716556678
-89.74930362116991,-90.0,40.4853877467402
-88.74651810584959,-90.0,44.84322495266444
-87.74373259052925,-90.0,36.48973453061324
-86.74094707520892,-90.0,38.36168926701116
-85.73816155988858,-90.0,38.03945923433921
-84.73537604456826,-90.0,32.68242525933941
-83.73259052924791,-90.0,41.48060138532288
-82.72980501392757,-90.0,41.30527636089945
-81.72701949860725,-90.0,40.025567283212304
-80.72423398328691,-90.0,38.82706433312426
-79.72144846796658,-90.0,32.923146289747926
-78.71866295264624,-90.0,37.89677338617321
-77.71587743732591,-90.0,38.286427417366156
-76.71309192200557,-90.0,35.9886136538919
-75.71030640668525,-90.0,39.19357144166995
-74.70752089136491,-90.0,42.02025428407269
-73.70473537604457,-90.0,49.43092950605265
-72.70194986072424,-90.0,40.872889064159196
-71.6991643454039,-90.0,41.28775195361382
-70.69637883008357,-90.0,39.62777042116917
-69.69359331476323,-90.0,30.406143923504793
-68.69080779944291,-90.0,39.867430622753915
-67.68802228412257,-90.0,40.30115104970513
-66.68523676880223,-90.0,52.316210562426434
-65.6824512534819,-90.0,39.03819517609439
-64.67966573816156,-90.0,41.50773671166806
-63.676880222841234,-90.0,39.82644115147378
-62.674094707520894,-90.0,34.15660981190234
-61.67130919220057,-90.0,45.7141140725751
-60.66852367688023,-90.0,43.75966516343387
-59.66573816155989,-90.0,43.95515973521523
-58.66295264623956,-90.0,35.4530627260263
-57.66016713091922,-90.0,47.013971554680495
-56.657381615598894,-90.0,32.990744686038596
-55.65459610027855,-90.0,42.93428546900135
-54.65181058495823,-90.0,50.952278129049894
-53.64902506963789,-90.0,35.04731837434656
-52.64623955431756,-90.0,37.16851135198614
-51.64345403899722,-90.0,40.498256825438204
-50.64066852367688,-90.0,37.482621729419
-49.63788300835654,-90.0,32.24668284466934
-48.63509749303623,-90.0,40.34281487403014
-47.63231197771589,-90.0,34.688481431369475
-46.629526462395546,-90.0,42.36796215317591
-45.626740947075206,-90.0,35.402878828830985
-44.623955431754894,-90.0,47.7496720250877
-43.62116991643455,-90.0,36.08373353831882
-42.61838440111421,-90.0,38.38969241897162
-41.61559888579387,-90.0,44.06758608684835
-40.61281337047353,-90.0,33.84567841783022
-39.61002785515322,-90.0,41.13729967302065
-38.60724233983288,-90.0,46.53571377141214
-37.60445682451254,-90.0,31.96258382719386
-36.6016713091922,-90.0,40.92316929266152
-35.59888579387189,-90.0,41.29941397124212
-34.596100278551546,-90.0,43.909114358886555
-33.593314763231206,-90.0,33.81524644560959
-32.590529247910865,-90.0,33.39771693457862
-31.587743732590525,-90.0,42.60970782808449
-30.584958217270213,-90.0,41.48492336616593
-29.582172701949872,-90.0,41.252464251729386
-28.579387186629532,-90.0,41.73224104748488
-27.57660167130919,-90.0,36.59987639210755
-26.57381615598885,-90.0,41.16126848580502
-25.57103064066854,-90.0,41.46536236649341
-24.5682451253482,-90.0,36.42824290986816
-23.565459610027858,-90.0,49.328872555723784
-22.562674094707518,-90.0,42.36916460455894
-21.559888579387206,-90.0,34.04348251398676
-20.557103064066865,-90.0,43.28276804316915
-19.554317548746525,-90.0,35.126591648863396
-18.551532033426184,-90.0,43.93542301871226
-17.548746518105844,-90.0,45.79297789503702
-16.545961002785532,-90.0,35.89658840824145
-15.543175487465192,-90.0,44.816880646221605
-14.540389972144851,-90.0,42.063904634682494
-13.53760445682451,-90.0,44.11030079997245
-12.534818941504199,-90.0,49.48396491326974
-11.532033426183858,-90.0,38.77305941998565
-10.529247910863518,-90.0,36.23131917821255
-9.526462395543177,-90.0,35.55242785187238
-8.523676880222837,-90.0,35.92094857517281
-7.520891364902525,-90.0,39.61449145292948
-6.518105849582184,-90.0,41.70575987408322
-5.515320334261844,-90.0,41.3834539966501
-4.5125348189415035,-90.0,44.13591624518012
-3.509749303621163,-90.0,40.065009459389536
-2.506963788300851,-90.0,47.26767038578659
-1.5041782729805107,-90.0,38.67671583381022
-0.5013927576601702,-90.0,53.600845832948096
0.5013927576601702,-90.0,43.128336738825034
1.5041782729804822,-90.0,35.714212217918586
2.5069637883008227,-90.0,34.645537509694435
3.509749303621163,-90.0,42.41236207621593
4.5125348189415035,-90.0,38.88268607337075
5.515320334261844,-90.0,43.57000247046046
6.518105849582156,-90.0,42.366188122867726
7.520891364902496,-90.0,39.63585543671564
8.523676880222837,-90.0,35.76603140965798
9.526462395543177,-90.0,32.42576387657068
10.52924791086349,-90.0,37.767425239664895
11.53203342618383,-90.0,44.28199397161736
12.53481894150417,-90.0,41.07046872065102
13.53760445682451,-90.0,33.77130610644006
14.540389972144851,-90.0,40.86590462925591
15.543175487465163,-90.0,41.92658689864418
16.545961002785504,-90.0,35.580712818994336
17.548746518105844,-90.0,40.768625529727636
18.551532033426184,-90.0,40.29104359223
19.554317548746496,-90.0,34.28514851084688
20.557103064066837,-90.0,41.788936801741414
